timestamp,Ct,prediction,anomalyScore,anomaly_likelihood
2017-01-25 10:00:00,8117.0,11768.599999999999,0.05,0.5
2017-01-25 12:00:00,11791.0,22487.399999999998,0.075,0.5
2017-01-25 14:00:00,22352.0,17950.0,0.05,0.5
2017-01-25 16:00:00,17684.0,19493.75,0.0,0.5
2017-01-25 18:00:00,20644.0,17761.7,0.0,0.5
2017-01-25 20:00:00,16597.0,9560.543999999998,0.05,0.5
2017-01-25 22:00:00,9675.0,9675.0,0.025,0.5
2017-01-26 00:00:00,8073.0,8273.002171999999,0.0,0.5
2017-01-26 02:00:00,7956.0,7494.5452799999985,0.0,0.5
2017-01-26 04:00:00,7460.0,4637.196049439899,0.075,0.5
2017-01-26 06:00:00,4928.0,4637.196049439899,0.0,0.5
2017-01-26 08:00:00,4331.0,8093.03372655816,0.05,0.5
2017-01-26 10:00:00,8458.0,11775.319999999998,0.075,0.5
2017-01-26 12:00:00,11272.0,11272.0,0.05,0.5
2017-01-26 14:00:00,22287.0,17761.7,0.025,0.5
2017-01-26 16:00:00,18275.0,20556.5,0.05,0.5
2017-01-26 18:00:00,20787.0,16959.21,0.0,0.5
2017-01-26 20:00:00,17125.0,9679.703999999998,0.05,0.5
2017-01-26 22:00:00,9346.0,9346.0,0.025,0.5
2017-01-27 00:00:00,8173.0,7951.009019249999,0.0,0.5
2017-01-27 02:00:00,7840.0,7484.181695999999,0.0,0.5
2017-01-27 04:00:00,7186.0,4927.762489999999,0.025,0.5
2017-01-27 06:00:00,4216.0,4329.167754339999,0.0,0.5
2017-01-27 08:00:00,4043.0,4043.0,0.025,0.5
2017-01-27 10:00:00,7711.0,6995.317459999999,0.1,0.5
2017-01-27 12:00:00,10571.0,21859.6,0.075,0.5
2017-01-27 14:00:00,20779.0,17761.7,0.15,0.5
2017-01-27 16:00:00,16256.0,9360.42,0.175,0.5
2017-01-27 18:00:00,17195.0,9360.42,0.05,0.5
2017-01-27 20:00:00,13784.0,8273.002171999999,0.325,0.5
2017-01-27 22:00:00,7836.0,7836.0,0.15,0.5
2017-01-28 00:00:00,7860.0,7831.361799999999,0.0,0.5
2017-01-28 02:00:00,7389.0,7389.0,0.0,0.5
2017-01-28 04:00:00,6476.0,6476.0,0.0,0.5
2017-01-28 06:00:00,4070.0,4185.696146699999,0.0,0.5
2017-01-28 08:00:00,4009.0,7686.555098422397,0.025,0.5
2017-01-28 10:00:00,7138.0,10571.0,0.1,0.5
2017-01-28 12:00:00,7526.0,6535.091689999998,0.25,0.5
2017-01-28 14:00:00,8110.0,6535.091689999998,0.0,0.5
2017-01-28 16:00:00,6756.0,6756.0,0.05,0.5
2017-01-28 18:00:00,6985.0,6995.317459999999,0.05,0.5
2017-01-28 20:00:00,6875.0,6737.4526106982985,0.0,0.5
2017-01-28 22:00:00,5385.0,6737.4526106982985,0.15,0.5
2017-01-29 00:00:00,6286.0,6286.0,0.025,0.5
2017-01-29 02:00:00,6844.0,6844.0,0.0,0.5
2017-01-29 04:00:00,5991.0,4007.2569999999996,0.025,0.5
2017-01-29 06:00:00,3875.0,4637.196049439899,0.025,0.5
2017-01-29 08:00:00,3755.0,3755.0,0.0,0.5
2017-01-29 10:00:00,6955.0,7496.727187199998,0.1,0.5
2017-01-29 12:00:00,6598.0,6598.0,0.15,0.5
2017-01-29 14:00:00,6025.0,7161.020013099998,0.075,0.5
2017-01-29 16:00:00,5382.0,5382.0,0.025,0.5
2017-01-29 18:00:00,6538.0,6538.0,0.0,0.5
2017-01-29 20:00:00,6274.0,5413.118025958599,0.0,0.5
2017-01-29 22:00:00,5036.0,5413.118025958599,0.025,0.5
2017-01-30 00:00:00,6299.0,6866.7463014099985,0.025,0.5
2017-01-30 02:00:00,6758.0,6758.0,0.0,0.5
2017-01-30 04:00:00,6370.0,6370.0,0.0,0.5
2017-01-30 06:00:00,4030.0,4007.2569999999996,0.0,0.5
2017-01-30 08:00:00,3935.0,3935.0,0.05,0.5
2017-01-30 10:00:00,7651.0,8114.916526013499,0.1,0.5
2017-01-30 12:00:00,11533.0,11533.0,0.075,0.5
2017-01-30 14:00:00,21704.0,18237.339999999997,0.175,0.5
2017-01-30 16:00:00,17934.0,13821.099999999999,0.025,0.5
2017-01-30 18:00:00,20506.0,17092.8,0.0,0.5
2017-01-30 20:00:00,18081.0,20441.139999999996,0.25,0.5
2017-01-30 22:00:00,10299.0,10299.0,0.025,0.5
2017-01-31 00:00:00,8755.0,8755.0,0.0,0.5
2017-01-31 02:00:00,7748.0,7748.0,0.0,0.5
2017-01-31 04:00:00,6546.0,5413.118025958599,0.0,0.5
2017-01-31 06:00:00,4489.0,3990.3559299999997,0.025,0.5
2017-01-31 08:00:00,4187.0,7675.888568895678,0.075,0.5
2017-01-31 10:00:00,7549.0,11609.3,0.1,0.5
2017-01-31 12:00:00,11454.0,11454.0,0.075,0.67264953476189926
2017-01-31 14:00:00,22496.0,17945.2,0.025,0.71425987140215519
2017-01-31 16:00:00,18256.0,18256.0,0.025,0.69210000996368959
2017-01-31 18:00:00,20210.0,20210.0,0.025,0.69210000996368959
2017-01-31 20:00:00,16605.0,16605.0,0.025,0.64920688043550201
2017-01-31 22:00:00,9421.0,9421.0,0.05,0.55800649107030542
2017-02-01 00:00:00,8090.0,6548.222449669999,0.0,0.55800649107030542
2017-02-01 02:00:00,7743.0,6548.222449669999,0.0,0.60432134242902436
2017-02-01 04:00:00,6518.0,3990.3559299999997,0.0,0.73251702184908662
2017-02-01 06:00:00,4471.0,4471.0,0.0,0.86323506098521618
2017-02-01 08:00:00,3841.0,7675.888568895678,0.05,0.88755001338444339
2017-02-01 10:00:00,8184.0,11454.0,0.075,0.83555154296990886
2017-02-01 12:00:00,11438.0,11438.0,0.05,0.79980036892734008
2017-02-01 14:00:00,22918.0,5413.118025958599,0.05,0.76375556034755365
2017-02-01 16:00:00,17264.0,18534.64,0.025,0.76375556034755365
2017-02-01 18:00:00,20555.0,18078.2,0.0,0.83232191797607036
2017-02-01 20:00:00,16526.0,16526.0,0.0,0.83232191797607036
2017-02-01 22:00:00,9466.0,7951.009019249999,0.0,0.83232191797607036
2017-02-02 00:00:00,8165.0,8165.0,0.0,0.83232191797607036
2017-02-02 02:00:00,7757.0,7757.0,0.0,0.83232191797607036
2017-02-02 04:00:00,6884.0,5413.118025958599,0.0,0.88653932217385012
2017-02-02 06:00:00,4147.0,4147.0,0.025,0.92692607149803541
2017-02-02 08:00:00,3965.0,3965.0,0.0,0.95526682144280928
2017-02-02 10:00:00,7813.0,11449.199999999999,0.0,0.97400191290237603
2017-02-02 12:00:00,10943.0,10943.0,0.0,0.9805686834573335
2017-02-02 14:00:00,21026.0,17279.056999999997,0.175,0.8865393291908843
2017-02-02 16:00:00,17888.0,20545.445,0.0,0.8865393291908843
2017-02-02 18:00:00,19460.0,16191.089999999997,0.0,0.8865393291908843
2017-02-02 20:00:00,16098.0,9532.180799999998,0.025,0.86122829873593498
2017-02-02 22:00:00,8408.0,4329.167754339999,0.175,0.5903881006123165
2017-02-03 00:00:00,7609.0,7790.732977725998,0.025,0.54223676158158485
2017-02-03 02:00:00,7340.0,7340.0,0.025,0.54223676158158485
2017-02-03 04:00:00,6369.0,4174.3611118829995,0.05,0.55522576711119909
2017-02-03 06:00:00,4248.0,4248.0,0.0,0.55522576711119909
2017-02-03 08:00:00,3861.0,3861.0,0.0,0.55522576711119909
