timestamp,Ct,prediction,anomalyScore
2007-06-25 00:00:00,0.81,0.817,1.8691476024540952
2007-06-26 00:00:00,0.814,0.82,1.1681165320612925
2007-06-27 00:00:00,0.816,0.817,2.1124282313695746
2007-06-28 00:00:00,0.824,0.82,1.3614965857288688
2007-06-29 00:00:00,0.81,0.875,0.53580334147918451
2007-06-30 00:00:00,0.9,0.924,0.62245859202403597
2007-07-01 00:00:00,0.75,0.809,0.83764030179933335
2007-07-02 00:00:00,0.789,0.822,1.5279345511094589
2007-07-03 00:00:00,0.818,0.822,1.3508041080553419
2007-07-04 00:00:00,1.0,0.817,5.7889533665388324
2007-07-05 00:00:00,0.801,0.822,1.3632815456640786
2007-07-06 00:00:00,0.797,0.875,0.56801731569477965
2007-07-07 00:00:00,0.921,0.809,0.83227788348618115
2007-07-08 00:00:00,0.829,0.817,1.1944036726468847
2007-07-09 00:00:00,0.802,0.822,1.4451344681384497
2007-07-10 00:00:00,0.792,0.822,1.2699977828866351
2007-07-11 00:00:00,0.796,0.817,2.2400907350555128
2007-07-12 00:00:00,0.813,0.819,2.0185354244508558
2007-07-13 00:00:00,0.796,0.912,0.57993618211136477
2007-07-14 00:00:00,0.851,0.809,0.71041893592383698
2007-07-15 00:00:00,0.892,0.809,0.87526256099370647
2007-07-16 00:00:00,0.794,0.822,2.145511694716701
2007-07-17 00:00:00,0.816,0.819,1.3647598346024268
2007-07-18 00:00:00,0.796,0.816,1.4502165580950082
2007-07-19 00:00:00,0.803,0.819,1.8183459602042775
2007-07-20 00:00:00,0.802,0.875,0.79700754473007041
2007-07-21 00:00:00,0.919,0.809,1.0558291295180091
2007-07-22 00:00:00,0.905,0.811,0.85239844648616059
2007-07-23 00:00:00,0.778,0.816,2.6335669259118784
2007-07-24 00:00:00,0.811,0.819,1.4011868526340632
2007-07-25 00:00:00,0.805,0.816,3.2506101954183202
2007-07-26 00:00:00,0.82,0.819,2.2217976632386298
2007-07-27 00:00:00,0.818,0.875,0.61382733200800432
2007-07-28 00:00:00,0.901,0.809,0.81033224178260932
2007-07-29 00:00:00,0.886,0.811,0.9291525277114141
2007-07-30 00:00:00,0.808,0.816,2.1671642958970523
2007-07-31 00:00:00,0.821,0.819,1.3375455398721205
2007-08-01 00:00:00,0.803,0.819,1.8083963143198194
2007-08-02 00:00:00,0.803,0.819,3.8745641735945981
2007-08-03 00:00:00,0.808,0.9,0.7031459033728682
2007-08-04 00:00:00,0.924,0.808,0.69185717226546883
2007-08-05 00:00:00,0.837,0.816,1.3390292584777785
2007-08-06 00:00:00,0.786,0.821,2.5794712113200804
2007-08-07 00:00:00,0.806,0.821,1.4070430343794642
2007-08-08 00:00:00,0.8,0.804,3.5772619929955085
2007-08-09 00:00:00,0.815,0.819,3.9749203218223887
2007-08-10 00:00:00,0.777,0.9,0.90096687627553318
2007-08-11 00:00:00,0.922,0.864,0.61287303171546281
2007-08-12 00:00:00,0.885,0.808,1.6758304511548281
2007-08-13 00:00:00,0.796,0.821,1.7241255985390151
2007-08-14 00:00:00,0.813,0.819,2.2835007825003104
2007-08-15 00:00:00,0.816,0.83,2.5976957990549678
2007-08-16 00:00:00,0.808,0.819,1.5850506626958776
2007-08-17 00:00:00,0.8,0.9,0.78832022450183037
2007-08-18 00:00:00,0.89,0.885,0.89092867228768491
2007-08-19 00:00:00,0.864,0.808,0.76174259985124027
2007-08-20 00:00:00,0.808,0.816,2.6151623471734684
2007-08-21 00:00:00,0.791,0.827,1.1863795740703014
2007-08-22 00:00:00,0.813,0.816,2.1786053575169846
2007-08-23 00:00:00,0.822,0.819,3.2924119665193063
2007-08-24 00:00:00,0.817,0.9,0.91733817296365572
2007-08-25 00:00:00,0.886,0.864,1.2220504258753226
2007-08-26 00:00:00,0.889,0.808,3.0305389965376106
2007-08-27 00:00:00,0.802,0.817,4.8661135558877664
2007-08-28 00:00:00,0.821,0.817,1.411750874300769
2007-08-29 00:00:00,0.836,0.819,1.8521897530516327
2007-08-30 00:00:00,0.808,0.819,3.1504613787565479
2007-08-31 00:00:00,0.828,0.891,0.79538009081837635
2007-09-01 00:00:00,0.898,0.885,0.85369745319439461
2007-09-02 00:00:00,1.0,0.808,2.5251828021395979
2007-09-03 00:00:00,0.833,0.817,3.975720898539739
2007-09-04 00:00:00,0.783,0.821,1.6656632718612963
2007-09-05 00:00:00,0.8,0.819,1.6056283141789474
2007-09-06 00:00:00,0.808,0.819,5.1251727189951994
2007-09-07 00:00:00,0.781,0.875,0.66251685654566717
2007-09-08 00:00:00,0.879,0.864,1.0178515048673371
2007-09-09 00:00:00,1.0,0.817,1.1663513828614864
2007-09-10 00:00:00,0.789,0.817,3.9813771111212484
2007-09-11 00:00:00,0.78,0.814,1.1195308823265826
2007-09-12 00:00:00,0.808,0.803,1.1594030066837981
2007-09-13 00:00:00,0.813,0.817,0.80931831090306805
2007-09-14 00:00:00,0.803,0.875,0.95910969622782938
2007-09-15 00:00:00,0.884,1.0,1.0818639515131856
2007-09-16 00:00:00,0.952,0.808,1.3985228797361293
2007-09-17 00:00:00,0.812,0.821,4.616403233434915
2007-09-18 00:00:00,0.812,0.808,2.2886427301151726
2007-09-19 00:00:00,0.817,0.817,2.9113488567500205
2007-09-20 00:00:00,0.815,0.817,2.2351154119494465
2007-09-21 00:00:00,0.811,0.9,0.74815160219732046
2007-09-22 00:00:00,0.888,0.864,0.77231851294896481
2007-09-23 00:00:00,0.9,0.808,2.609813187877561
2007-09-24 00:00:00,0.812,0.817,5.8002949499767409
2007-09-25 00:00:00,0.809,0.817,1.737474288442904
2007-09-26 00:00:00,0.82,0.817,2.1590267403500305
2007-09-27 00:00:00,0.83,0.819,2.514593204556637
2007-09-28 00:00:00,0.812,0.891,1.2473254771446411
2007-09-29 00:00:00,0.929,0.864,0.73263078565294248
2007-09-30 00:00:00,0.906,0.808,2.7578382646242567
2007-10-01 00:00:00,0.791,0.821,3.7329815413985536
2007-10-02 00:00:00,0.804,0.819,1.9744685748434823
2007-10-03 00:00:00,0.826,0.83,1.9801924847587742
2007-10-04 00:00:00,0.797,0.819,5.0323811054689456
2007-10-05 00:00:00,0.831,0.9,0.57823157253252033
2007-10-06 00:00:00,0.893,0.864,0.66236778317441258
